Momentum,gas [m3],elektriciteit [kwh],weekDay,T,FH,U,N,Q
2011-12-01 01:00:00,62.0,129.58920000000091,3,70.0,90.0,0.88,8.0,0.0
2011-12-01 02:00:00,53.0,176.66415,3,74.0,90.0,0.92,8.0,0.0
2011-12-01 03:00:00,51.0,182.52844999999886,3,83.0,90.0,0.97,8.0,0.0
2011-12-01 04:00:00,56.0,259.4910500000006,3,96.0,90.0,0.93,8.0,0.0
2011-12-01 05:00:00,94.0,348.4779999999985,3,101.0,90.0,0.92,7.0,1.0
2011-12-01 06:00:00,76.0,433.78074999999865,3,102.0,80.0,0.92,8.0,6.0
2011-12-01 07:00:00,66.0,477.45880000000125,3,108.0,80.0,0.91,8.0,22.0
2011-12-01 08:00:00,66.0,502.7074000000004,3,112.0,80.0,0.9,8.0,55.0
2011-12-01 09:00:00,66.0,511.97704999999803,3,111.0,90.0,0.93,8.0,24.0
2011-12-01 10:00:00,53.0,509.6617500000017,3,111.0,70.0,0.97,8.0,7.0
2011-12-01 11:00:00,65.0,508.4111499999977,3,109.0,70.0,0.98,8.0,5.0
2011-12-01 12:00:00,60.0,494.1729000000008,3,100.0,50.0,0.95,6.0,18.0
2011-12-01 13:00:00,66.0,473.67319999999876,3,102.0,40.0,0.94,8.0,2.0
2011-12-01 14:00:00,63.0,441.2083000000012,3,99.0,30.0,0.97,8.0,0.0
2011-12-01 15:00:00,67.0,375.15465000000086,3,92.0,20.0,0.97,8.0,0.0
2011-12-01 16:00:00,63.0,331.9244499999966,3,93.0,20.0,0.98,8.0,0.0
2011-12-01 17:00:00,66.0,302.40859999999697,3,90.0,20.0,0.98,8.0,0.0
2011-12-01 18:00:00,65.0,278.0303500000004,3,88.0,20.0,0.98,8.0,0.0
2011-12-01 19:00:00,65.0,248.02440000000087,3,81.0,30.0,0.96,8.0,0.0
2011-12-01 20:00:00,66.0,140.10945000000092,3,77.0,40.0,0.97,8.0,0.0
2011-12-01 21:00:00,49.0,119.04359999999909,3,72.0,40.0,0.97,8.0,0.0
2011-12-01 22:00:00,32.0,174.00240000000088,3,67.0,40.0,0.95,8.0,0.0
2011-12-01 23:00:00,50.0,176.1909500000015,3,65.0,40.0,0.97,8.0,0.0
2011-12-02 00:00:00,51.0,167.67335000000054,4,61.0,40.0,0.94,8.0,0.0
2011-12-02 01:00:00,73.0,131.83689999999848,4,59.0,40.0,0.95,8.0,0.0
2011-12-02 02:00:00,53.0,178.4048499999976,4,60.0,30.0,0.92,8.0,0.0
2011-12-02 03:00:00,56.0,187.84349999999816,4,58.0,30.0,0.95,8.0,0.0
2011-12-02 04:00:00,60.0,270.4422499999997,4,58.0,20.0,0.91,8.0,0.0
2011-12-02 05:00:00,98.0,351.91715000000056,4,59.0,30.0,0.95,8.0,0.0
2011-12-02 06:00:00,83.0,435.2679499999988,4,71.0,30.0,0.78,8.0,9.0
2011-12-02 07:00:00,82.0,467.46244999999885,4,69.0,40.0,0.87,8.0,18.0
2011-12-02 08:00:00,89.0,479.5374999999985,4,83.0,40.0,0.82,7.0,53.0
2011-12-02 09:00:00,85.0,482.7147,4,83.0,50.0,0.76,1.0,57.0
2011-12-02 10:00:00,84.0,486.09469999999885,4,97.0,60.0,0.73,7.0,58.0
2011-12-02 11:00:00,76.0,479.2924499999992,4,87.0,70.0,0.71,0.0,62.0
2011-12-02 12:00:00,75.0,463.1022500000007,4,77.0,60.0,0.75,2.0,19.0
2011-12-02 13:00:00,65.0,436.61994999999854,4,65.0,50.0,0.81,4.0,1.0
2011-12-02 14:00:00,77.0,411.72624999999937,4,62.0,40.0,0.85,4.0,0.0
2011-12-02 15:00:00,82.0,361.5332500000003,4,39.0,40.0,0.91,6.0,0.0
2011-12-02 16:00:00,89.0,324.35325000000006,4,51.0,40.0,0.88,1.0,0.0
2011-12-02 17:00:00,88.0,250.38195000000093,4,59.0,60.0,0.85,7.0,0.0
2011-12-02 18:00:00,85.0,136.7041000000003,4,53.0,60.0,0.9,5.0,0.0
2011-12-02 19:00:00,55.0,131.5073499999976,4,50.0,60.0,0.91,8.0,0.0
2011-12-02 20:00:00,44.0,133.0283500000003,4,54.0,60.0,0.89,8.0,0.0
2011-12-02 21:00:00,42.0,132.06505000000212,4,53.0,70.0,0.9,7.0,0.0
2011-12-02 22:00:00,46.0,134.12685000000178,4,59.0,80.0,0.88,8.0,0.0
2011-12-02 23:00:00,52.0,134.0592500000015,4,64.0,80.0,0.89,8.0,0.0
2011-12-03 00:00:00,48.0,134.60850000000087,5,71.0,100.0,0.86,8.0,0.0
2011-12-03 01:00:00,46.0,132.88470000000092,5,72.0,120.0,0.88,8.0,0.0
2011-12-03 02:00:00,45.0,133.5776000000024,5,67.0,120.0,0.93,8.0,0.0
2011-12-03 03:00:00,41.0,131.33834999999908,5,69.0,130.0,0.93,8.0,0.0
2011-12-03 04:00:00,45.0,180.30609999999848,5,71.0,130.0,0.96,8.0,0.0
2011-12-03 05:00:00,69.0,211.7823500000015,5,76.0,120.0,0.98,8.0,0.0
2011-12-03 06:00:00,90.0,209.61915,5,83.0,110.0,0.98,8.0,3.0
2011-12-03 07:00:00,78.0,206.04479999999816,5,93.0,100.0,0.97,8.0,8.0
2011-12-03 08:00:00,78.0,205.4701999999997,5,105.0,70.0,0.9,8.0,21.0
2011-12-03 09:00:00,70.0,207.5827000000013,5,107.0,80.0,0.79,8.0,34.0
2011-12-03 10:00:00,65.0,205.85890000000032,5,108.0,80.0,0.81,8.0,38.0
2011-12-03 11:00:00,60.0,202.87605,5,102.0,90.0,0.77,7.0,46.0
2011-12-03 12:00:00,60.0,205.62230000000147,5,93.0,90.0,0.75,6.0,23.0
2011-12-03 13:00:00,57.0,205.74905000000146,5,93.0,90.0,0.74,7.0,2.0
2011-12-03 14:00:00,64.0,205.2420499999988,5,91.0,90.0,0.71,8.0,0.0
2011-12-03 15:00:00,73.0,206.22225000000182,5,96.0,80.0,0.66,6.0,0.0
2011-12-03 16:00:00,67.0,169.08449999999908,5,96.0,80.0,0.66,8.0,0.0
2011-12-03 17:00:00,62.0,129.40330000000117,5,94.0,90.0,0.7,7.0,0.0
2011-12-03 18:00:00,38.0,128.41464999999934,5,96.0,90.0,0.67,7.0,0.0
2011-12-03 19:00:00,35.0,128.4653499999994,5,93.0,80.0,0.66,6.0,0.0
2011-12-03 20:00:00,29.0,127.764,5,91.0,80.0,0.68,8.0,0.0
2011-12-03 21:00:00,35.0,128.3470500000009,5,92.0,90.0,0.67,7.0,0.0
2011-12-03 22:00:00,35.0,128.93010000000177,5,95.0,80.0,0.66,8.0,0.0
2011-12-03 23:00:00,45.0,131.0341500000018,5,93.0,90.0,0.69,7.0,0.0
2011-12-04 00:00:00,41.0,130.93275,6,90.0,90.0,0.71,8.0,0.0
2011-12-04 01:00:00,38.0,130.77219999999846,6,89.0,90.0,0.71,7.0,0.0
2011-12-04 02:00:00,40.0,130.52714999999822,6,89.0,100.0,0.71,7.0,0.0
2011-12-04 03:00:00,37.0,131.19470000000152,6,83.0,100.0,0.71,7.0,0.0
2011-12-04 04:00:00,36.0,131.78620000000026,6,85.0,90.0,0.71,7.0,0.0
2011-12-04 05:00:00,39.0,131.65100000000146,6,83.0,90.0,0.69,8.0,1.0
2011-12-04 06:00:00,49.0,130.2060500000006,6,89.0,90.0,0.71,8.0,12.0
2011-12-04 07:00:00,41.0,129.07375000000124,6,86.0,80.0,0.76,8.0,21.0
2011-12-04 08:00:00,42.0,129.62300000000238,6,86.0,80.0,0.75,8.0,30.0
2011-12-04 09:00:00,39.0,129.59765000000058,6,91.0,80.0,0.7,8.0,33.0
2011-12-04 10:00:00,35.0,128.69349999999946,6,92.0,80.0,0.71,8.0,31.0
2011-12-04 11:00:00,36.0,128.3047999999997,6,91.0,80.0,0.7,8.0,25.0
2011-12-04 12:00:00,36.0,128.9132000000006,6,87.0,80.0,0.73,6.0,10.0
2011-12-04 13:00:00,38.0,128.9216499999994,6,89.0,80.0,0.71,8.0,1.0
2011-12-04 14:00:00,46.0,129.2850000000018,6,89.0,80.0,0.72,7.0,0.0
2011-12-04 15:00:00,44.0,128.5583000000015,6,89.0,80.0,0.71,6.0,0.0
2011-12-04 16:00:00,42.0,129.23430000000184,6,89.0,70.0,0.69,7.0,0.0
2011-12-04 17:00:00,38.0,129.0822000000027,6,78.0,70.0,0.78,7.0,0.0
2011-12-04 18:00:00,37.0,128.02594999999968,6,60.0,70.0,0.95,8.0,0.0
2011-12-04 19:00:00,36.0,128.8033500000009,6,59.0,50.0,0.93,8.0,0.0
2011-12-04 20:00:00,43.0,132.69035000000062,6,67.0,60.0,0.83,8.0,0.0
2011-12-04 21:00:00,40.0,135.5126500000003,6,65.0,60.0,0.78,7.0,0.0
2011-12-04 22:00:00,60.0,193.21769999999646,6,62.0,80.0,0.74,8.0,0.0
2011-12-04 23:00:00,55.0,185.89154999999906,6,57.0,80.0,0.78,8.0,0.0
2011-12-05 00:00:00,59.0,176.57119999999972,0,63.0,90.0,0.72,6.0,0.0
2011-12-05 01:00:00,64.0,138.90954999999758,0,51.0,90.0,0.78,6.0,0.0
2011-12-05 02:00:00,53.0,184.20999999999847,0,59.0,90.0,0.68,7.0,0.0
2011-12-05 03:00:00,57.0,184.42125,0,54.0,80.0,0.74,5.0,0.0
2011-12-05 04:00:00,65.0,263.10765000000185,0,50.0,80.0,0.79,7.0,0.0
2011-12-05 05:00:00,115.0,359.4630000000028,0,45.0,80.0,0.86,8.0,2.0
2011-12-05 06:00:00,94.0,429.1417000000012,0,62.0,80.0,0.73,1.0,24.0
2011-12-05 07:00:00,95.0,483.7202500000013,0,64.0,80.0,0.72,6.0,40.0
2011-12-05 08:00:00,101.0,500.87374999999963,0,66.0,100.0,0.72,6.0,50.0
2011-12-05 09:00:00,88.0,501.1272499999997,0,71.0,110.0,0.67,7.0,62.0
2011-12-05 10:00:00,77.0,501.0596499999977,0,65.0,110.0,0.69,7.0,27.0
2011-12-05 11:00:00,82.0,493.0997499999994,0,64.0,120.0,0.68,7.0,29.0
2011-12-05 12:00:00,95.0,479.115,0,63.0,110.0,0.64,7.0,13.0
2011-12-05 13:00:00,88.0,453.5537499999994,0,61.0,110.0,0.69,7.0,1.0
2011-12-05 14:00:00,82.0,422.25495000000086,0,62.0,120.0,0.65,5.0,0.0
2011-12-05 15:00:00,92.0,360.7474000000003,0,63.0,110.0,0.65,2.0,0.0
2011-12-05 16:00:00,88.0,312.0162500000006,0,61.0,110.0,0.66,3.0,0.0
2011-12-05 17:00:00,82.0,263.86815,0,62.0,100.0,0.68,5.0,0.0
2011-12-05 18:00:00,88.0,139.6024500000027,0,58.0,100.0,0.71,7.0,0.0
2011-12-05 19:00:00,53.0,133.61985,0,62.0,90.0,0.68,7.0,0.0
2011-12-05 20:00:00,43.0,133.34945000000062,0,55.0,90.0,0.67,1.0,0.0
2011-12-05 21:00:00,39.0,121.84900000000013,0,56.0,80.0,0.73,8.0,0.0
2011-12-05 22:00:00,39.0,169.99710000000272,0,57.0,80.0,0.7,6.0,0.0
2011-12-05 23:00:00,62.0,168.8986000000003,0,62.0,80.0,0.68,6.0,0.0
2011-12-06 00:00:00,59.0,159.63740000000058,1,57.0,90.0,0.72,4.0,0.0
2011-12-06 01:00:00,70.0,125.52475000000031,1,59.0,90.0,0.7,8.0,0.0
2011-12-06 02:00:00,52.0,172.0673499999976,1,33.0,80.0,0.87,7.0,0.0
2011-12-06 03:00:00,56.0,179.73149999999822,1,58.0,80.0,0.76,7.0,0.0
2011-12-06 04:00:00,63.0,262.06830000000093,1,57.0,80.0,0.76,2.0,0.0
2011-12-06 05:00:00,121.0,362.1670000000012,1,61.0,90.0,0.73,7.0,2.0
2011-12-06 06:00:00,88.0,452.6496000000019,1,55.0,100.0,0.8,8.0,16.0
2011-12-06 07:00:00,95.0,471.214249999998,1,53.0,100.0,0.82,7.0,15.0
2011-12-06 08:00:00,83.0,499.3781000000016,1,74.0,100.0,0.74,7.0,65.0
2011-12-06 09:00:00,107.0,515.9063000000016,1,67.0,100.0,0.71,8.0,45.0
2011-12-06 10:00:00,98.0,514.7148500000015,1,68.0,100.0,0.77,6.0,41.0
2011-12-06 11:00:00,81.0,518.9229500000006,1,61.0,100.0,0.79,6.0,29.0
2011-12-06 12:00:00,47.0,507.5323499999983,1,60.0,90.0,0.77,8.0,14.0
2011-12-06 13:00:00,152.0,479.0980999999997,1,38.0,70.0,0.91,7.0,0.0
2011-12-06 14:00:00,93.0,451.4412499999997,1,51.0,50.0,0.75,4.0,0.0
2011-12-06 15:00:00,87.0,394.7586499999997,1,54.0,60.0,0.76,7.0,0.0
2011-12-06 16:00:00,97.0,336.82545,1,50.0,60.0,0.73,5.0,0.0
2011-12-06 17:00:00,94.0,307.67295000000274,1,53.0,40.0,0.72,8.0,0.0
2011-12-06 18:00:00,89.0,294.89655,1,54.0,50.0,0.74,6.0,0.0
2011-12-06 19:00:00,93.0,271.16895,1,53.0,40.0,0.83,8.0,0.0
2011-12-06 20:00:00,98.0,156.38415000000091,1,48.0,50.0,0.95,8.0,0.0
2011-12-06 21:00:00,59.0,127.04574999999944,1,46.0,70.0,0.95,8.0,0.0
2011-12-06 22:00:00,43.0,175.12625000000153,1,44.0,70.0,0.94,8.0,0.0
2011-12-06 23:00:00,67.0,175.6501499999991,1,46.0,60.0,0.96,8.0,0.0
2011-12-07 00:00:00,67.0,164.7496499999991,2,51.0,60.0,0.97,8.0,0.0
2011-12-07 01:00:00,70.0,126.87675,2,58.0,60.0,0.97,8.0,0.0
2011-12-07 02:00:00,56.0,174.64460000000153,2,62.0,80.0,0.97,8.0,0.0
2011-12-07 03:00:00,54.0,187.4379000000036,2,67.0,70.0,0.98,8.0,0.0
2011-12-07 04:00:00,67.0,270.8478500000006,2,75.0,80.0,0.89,8.0,0.0
2011-12-07 05:00:00,107.0,352.63540000000205,2,61.0,100.0,0.88,8.0,1.0
2011-12-07 06:00:00,94.0,420.8100000000027,2,63.0,90.0,0.86,8.0,7.0
2011-12-07 07:00:00,89.0,453.5030499999994,2,77.0,120.0,0.7,7.0,34.0
2011-12-07 08:00:00,95.0,484.4216000000016,2,75.0,130.0,0.73,7.0,29.0
2011-12-07 09:00:00,75.0,497.13884999999914,2,76.0,150.0,0.7,8.0,36.0
2011-12-07 10:00:00,83.0,490.72530000000177,2,80.0,150.0,0.67,6.0,41.0
2011-12-07 11:00:00,79.0,477.51795000000175,2,79.0,160.0,0.66,7.0,23.0
2011-12-07 12:00:00,86.0,467.04839999999916,2,77.0,160.0,0.65,8.0,11.0
2011-12-07 13:00:00,76.0,441.08154999999937,2,78.0,160.0,0.65,8.0,1.0
2011-12-07 14:00:00,83.0,417.1849499999983,2,75.0,160.0,0.64,7.0,0.0
2011-12-07 15:00:00,82.0,357.58710000000013,2,75.0,150.0,0.67,6.0,0.0
2011-12-07 16:00:00,76.0,313.83299999999815,2,77.0,160.0,0.66,8.0,0.0
2011-12-07 17:00:00,83.0,264.9243999999985,2,75.0,140.0,0.72,7.0,0.0
2011-12-07 18:00:00,77.0,135.70699999999792,2,76.0,150.0,0.65,6.0,0.0
2011-12-07 19:00:00,50.0,136.83929999999907,2,73.0,150.0,0.67,1.0,0.0
2011-12-07 20:00:00,48.0,129.0652999999997,2,73.0,130.0,0.65,7.0,0.0
2011-12-07 21:00:00,41.0,121.01245000000013,2,73.0,120.0,0.67,8.0,0.0
2011-12-07 22:00:00,50.0,170.85055000000122,2,69.0,100.0,0.69,1.0,0.0
2011-12-07 23:00:00,41.0,176.96835000000004,2,67.0,100.0,0.78,7.0,0.0
2011-12-08 00:00:00,68.0,164.8595000000024,3,65.0,90.0,0.8,8.0,0.0
2011-12-08 01:00:00,50.0,127.99215,3,59.0,70.0,0.77,7.0,0.0
2011-12-08 02:00:00,61.0,174.66149999999817,3,55.0,60.0,0.8,6.0,0.0
2011-12-08 03:00:00,43.0,188.0462999999991,3,49.0,50.0,0.81,1.0,0.0
2011-12-08 04:00:00,70.0,267.12985000000117,3,44.0,40.0,0.87,5.0,0.0
2011-12-08 05:00:00,118.0,361.1191999999988,3,50.0,50.0,0.85,8.0,1.0
2011-12-08 06:00:00,103.0,440.59145000000063,3,55.0,60.0,0.86,8.0,10.0
2011-12-08 07:00:00,97.0,485.9088000000017,3,52.0,70.0,0.86,8.0,20.0
2011-12-08 08:00:00,102.0,514.6641499999987,3,60.0,80.0,0.88,8.0,21.0
2011-12-08 09:00:00,95.0,526.7899000000023,3,63.0,90.0,0.93,8.0,12.0
2011-12-08 10:00:00,94.0,518.3314500000026,3,74.0,100.0,0.88,8.0,14.0
2011-12-08 11:00:00,96.0,519.0159000000035,3,86.0,120.0,0.85,8.0,10.0
2011-12-08 12:00:00,96.0,505.47900000000084,3,91.0,120.0,0.84,8.0,2.0
2011-12-08 13:00:00,82.0,482.740050000001,3,91.0,120.0,0.92,8.0,0.0
2011-12-08 14:00:00,74.0,440.1774,3,97.0,130.0,0.89,8.0,0.0
2011-12-08 15:00:00,75.0,364.87099999999776,3,97.0,130.0,0.9,8.0,0.0
2011-12-08 16:00:00,69.0,316.1398499999991,3,98.0,150.0,0.93,8.0,0.0
2011-12-08 17:00:00,73.0,287.3253499999988,3,106.0,150.0,0.89,8.0,0.0
2011-12-08 18:00:00,67.0,277.2698500000003,3,105.0,160.0,0.93,8.0,0.0
2011-12-08 19:00:00,66.0,242.07560000000058,3,85.0,140.0,0.95,8.0,0.0
2011-12-08 20:00:00,67.0,140.4051999999985,3,88.0,110.0,0.85,8.0,0.0
2011-12-08 21:00:00,44.0,120.72514999999962,3,80.0,120.0,0.75,8.0,0.0
2011-12-08 22:00:00,41.0,167.7831999999985,3,79.0,120.0,0.69,3.0,0.0
2011-12-08 23:00:00,38.0,167.9015000000006,3,70.0,130.0,0.65,7.0,0.0
2011-12-09 00:00:00,47.0,159.8486500000012,4,68.0,140.0,0.65,4.0,0.0
2011-12-09 01:00:00,64.0,122.86300000000031,4,67.0,130.0,0.63,4.0,0.0
2011-12-09 02:00:00,49.0,168.18880000000118,4,67.0,130.0,0.65,4.0,0.0
2011-12-09 03:00:00,51.0,181.4383999999997,4,67.0,130.0,0.63,6.0,0.0
2011-12-09 04:00:00,61.0,267.98329999999874,4,67.0,120.0,0.66,8.0,0.0
2011-12-09 05:00:00,104.0,351.3848000000015,4,65.0,120.0,0.65,8.0,1.0
2011-12-09 06:00:00,82.0,431.5922000000006,4,67.0,120.0,0.66,6.0,12.0
2011-12-09 07:00:00,90.0,460.87145000000055,4,67.0,110.0,0.65,7.0,23.0
2011-12-09 08:00:00,88.0,473.0816999999984,4,71.0,110.0,0.65,7.0,42.0
2011-12-09 09:00:00,84.0,485.5707999999977,4,72.0,110.0,0.64,2.0,45.0
2011-12-09 10:00:00,78.0,475.70120000000054,4,73.0,110.0,0.64,6.0,49.0
2011-12-09 11:00:00,83.0,473.25914999999833,4,68.0,100.0,0.65,7.0,26.0
2011-12-09 12:00:00,83.0,467.868049999997,4,67.0,110.0,0.66,2.0,14.0
2011-12-09 13:00:00,89.0,451.94824999999963,4,68.0,90.0,0.65,6.0,2.0
2011-12-09 14:00:00,84.0,409.61374999999776,4,65.0,90.0,0.65,1.0,0.0
2011-12-09 15:00:00,83.0,349.5427000000003,4,66.0,80.0,0.61,3.0,0.0
2011-12-09 16:00:00,91.0,311.6190999999985,4,58.0,90.0,0.78,7.0,0.0
2011-12-09 17:00:00,89.0,248.13425000000146,4,39.0,60.0,0.91,8.0,0.0
2011-12-09 18:00:00,77.0,136.92380000000054,4,49.0,50.0,0.86,7.0,0.0
2011-12-09 19:00:00,60.0,130.2060499999979,4,50.0,60.0,0.82,3.0,0.0
2011-12-09 20:00:00,50.0,132.20869999999962,4,27.0,50.0,0.9,8.0,0.0
2011-12-09 21:00:00,42.0,118.30000000000038,4,38.0,30.0,0.86,6.0,0.0
2011-12-09 22:00:00,46.0,119.2464,4,41.0,30.0,0.87,8.0,0.0
2011-12-09 23:00:00,65.0,118.42675,4,28.0,30.0,0.91,8.0,0.0
2011-12-10 00:00:00,45.0,118.96754999999996,5,40.0,40.0,0.83,7.0,0.0
2011-12-10 01:00:00,49.0,118.8323500000002,5,41.0,50.0,0.8,1.0,0.0
2011-12-10 02:00:00,56.0,118.91684999999993,5,43.0,40.0,0.78,6.0,0.0
2011-12-10 03:00:00,52.0,118.19860000000007,5,42.0,50.0,0.78,0.0,0.0
2011-12-10 04:00:00,56.0,164.0736500000015,5,29.0,60.0,0.84,1.0,0.0
2011-12-10 05:00:00,84.0,195.33865000000026,5,44.0,60.0,0.8,7.0,1.0
2011-12-10 06:00:00,115.0,193.21769999999728,5,44.0,60.0,0.79,1.0,7.0
2011-12-10 07:00:00,107.0,191.7558500000006,5,58.0,70.0,0.76,5.0,40.0
2011-12-10 08:00:00,96.0,191.89950000000275,5,66.0,70.0,0.69,6.0,80.0
2011-12-10 09:00:00,95.0,190.057399999997,5,63.0,80.0,0.75,5.0,56.0
2011-12-10 10:00:00,69.0,189.8630500000004,5,67.0,80.0,0.66,1.0,54.0
2011-12-10 11:00:00,82.0,188.28289999999782,5,63.0,80.0,0.68,2.0,60.0
2011-12-10 12:00:00,81.0,188.95889999999733,5,52.0,60.0,0.69,1.0,17.0
2011-12-10 13:00:00,77.0,191.64599999999817,5,50.0,50.0,0.72,7.0,1.0
2011-12-10 14:00:00,92.0,190.67425000000026,5,50.0,50.0,0.72,4.0,0.0
2011-12-10 15:00:00,96.0,190.77565000000118,5,42.0,40.0,0.78,2.0,0.0
2011-12-10 16:00:00,100.0,155.53070000000002,5,50.0,40.0,0.74,1.0,0.0
2011-12-10 17:00:00,101.0,117.14235000000002,5,60.0,50.0,0.72,3.0,0.0
2011-12-10 18:00:00,48.0,115.07209999999998,5,57.0,50.0,0.72,1.0,0.0
2011-12-10 19:00:00,47.0,115.67205000000004,5,46.0,50.0,0.83,8.0,0.0
2011-12-10 20:00:00,56.0,118.46899999999997,5,34.0,40.0,0.88,7.0,0.0
2011-12-10 21:00:00,52.0,117.75919999999992,5,35.0,40.0,0.87,8.0,0.0
2011-12-10 22:00:00,53.0,118.46899999999997,5,12.0,40.0,0.94,1.0,0.0
2011-12-10 23:00:00,54.0,118.10564999999971,5,24.0,40.0,0.93,8.0,0.0
2011-12-11 00:00:00,55.0,117.7253999999998,6,18.0,40.0,0.95,1.0,0.0
2011-12-11 01:00:00,57.0,116.90574999999993,6,29.0,50.0,0.91,4.0,0.0
2011-12-11 02:00:00,58.0,116.67760000000023,6,36.0,50.0,0.88,8.0,0.0
2011-12-11 03:00:00,50.0,116.69449999999998,6,36.0,50.0,0.85,8.0,0.0
2011-12-11 04:00:00,55.0,117.54795000000021,6,29.0,50.0,0.84,8.0,0.0
2011-12-11 05:00:00,54.0,116.75364999999985,6,30.0,50.0,0.87,8.0,1.0
2011-12-11 06:00:00,59.0,115.72274999999979,6,35.0,50.0,0.9,8.0,7.0
2011-12-11 07:00:00,58.0,114.98760000000013,6,42.0,50.0,0.9,6.0,25.0
2011-12-11 08:00:00,55.0,115.44390000000031,6,51.0,50.0,0.87,1.0,56.0
2011-12-11 09:00:00,51.0,114.76790000000004,6,55.0,60.0,0.86,7.0,57.0
2011-12-11 10:00:00,47.0,113.71165000000013,6,56.0,70.0,0.86,8.0,27.0
2011-12-11 11:00:00,46.0,111.57380000000015,6,59.0,60.0,0.83,8.0,11.0
2011-12-11 12:00:00,51.0,112.44414999999994,6,60.0,60.0,0.79,8.0,6.0
2011-12-11 13:00:00,53.0,113.39055000000029,6,60.0,60.0,0.76,8.0,1.0
2011-12-11 14:00:00,51.0,114.76789999999987,6,51.0,60.0,0.81,8.0,0.0
2011-12-11 15:00:00,53.0,115.54530000000037,6,48.0,60.0,0.84,8.0,0.0
2011-12-11 16:00:00,52.0,116.70294999999977,6,43.0,60.0,0.83,8.0,0.0
2011-12-11 17:00:00,53.0,116.85504999999996,6,36.0,60.0,0.85,8.0,0.0
2011-12-11 18:00:00,53.0,114.82705,6,37.0,60.0,0.84,7.0,0.0
2011-12-11 19:00:00,44.0,115.91710000000008,6,41.0,50.0,0.83,8.0,0.0
2011-12-11 20:00:00,61.0,117.26064999999993,6,48.0,60.0,0.91,8.0,0.0
2011-12-11 21:00:00,51.0,119.30554999999998,6,50.0,60.0,0.93,8.0,0.0
2011-12-11 22:00:00,48.0,175.52339999999995,6,49.0,60.0,0.98,8.0,0.0
2011-12-11 23:00:00,60.0,168.6197499999994,6,50.0,50.0,0.98,8.0,0.0
2011-12-12 00:00:00,66.0,159.9416000000006,0,54.0,50.0,0.98,8.0,0.0
2011-12-12 01:00:00,67.0,121.0800500000008,0,58.0,50.0,0.98,8.0,0.0
2011-12-12 02:00:00,55.0,166.10165000000055,0,65.0,40.0,0.98,8.0,0.0
2011-12-12 03:00:00,57.0,177.17115,0,75.0,50.0,0.97,8.0,0.0
2011-12-12 04:00:00,61.0,258.39254999999906,0,76.0,50.0,0.92,7.0,0.0
2011-12-12 05:00:00,103.0,352.76215000000303,0,69.0,60.0,0.85,8.0,0.0
2011-12-12 06:00:00,83.0,429.85995,0,71.0,60.0,0.82,7.0,8.0
2011-12-12 07:00:00,89.0,483.3907000000029,0,70.0,70.0,0.8,7.0,21.0
2011-12-12 08:00:00,89.0,496.4797499999999,0,79.0,70.0,0.71,1.0,68.0
2011-12-12 09:00:00,89.0,510.29549999999915,0,80.0,80.0,0.71,4.0,66.0
2011-12-12 10:00:00,82.0,499.5639999999994,0,81.0,80.0,0.71,3.0,61.0
2011-12-12 11:00:00,77.0,492.11955,0,71.0,80.0,0.79,3.0,32.0
2011-12-12 12:00:00,76.0,489.33105,0,73.0,70.0,0.78,5.0,18.0
2011-12-12 13:00:00,96.0,475.7772499999997,0,64.0,60.0,0.85,1.0,1.0
2011-12-12 14:00:00,98.0,437.7691500000008,0,62.0,60.0,0.85,7.0,0.0
2011-12-12 15:00:00,112.0,363.6035000000005,0,51.0,50.0,0.9,0.0,0.0
2011-12-12 16:00:00,95.0,314.88080000000235,0,53.0,70.0,0.89,1.0,0.0
2011-12-12 17:00:00,94.0,258.66295000000207,0,62.0,80.0,0.88,7.0,0.0
2011-12-12 18:00:00,93.0,135.3521000000006,0,69.0,90.0,0.83,8.0,0.0
2011-12-12 19:00:00,62.0,127.23164999999996,0,65.0,100.0,0.82,7.0,0.0
2011-12-12 20:00:00,48.0,127.2147500000024,0,67.0,100.0,0.8,7.0,0.0
2011-12-12 21:00:00,41.0,119.07740000000078,0,66.0,100.0,0.82,7.0,0.0
2011-12-12 22:00:00,62.0,170.309749999997,0,63.0,100.0,0.91,8.0,0.0
2011-12-12 23:00:00,63.0,169.1774499999994,0,65.0,120.0,0.94,8.0,0.0
2011-12-13 00:00:00,72.0,157.03480000000118,1,66.0,130.0,0.95,8.0,0.0
2011-12-13 01:00:00,65.0,121.94195000000047,1,71.0,130.0,0.96,8.0,0.0
2011-12-13 02:00:00,63.0,175.75154999999907,1,82.0,140.0,0.95,8.0,0.0
2011-12-13 03:00:00,64.0,184.2353500000021,1,87.0,140.0,0.96,8.0,0.0
2011-12-13 04:00:00,64.0,261.3247000000003,1,94.0,140.0,0.92,8.0,0.0
2011-12-13 05:00:00,95.0,345.83314999999794,1,99.0,130.0,0.93,8.0,0.0
2011-12-13 06:00:00,100.0,445.53470000000135,1,99.0,130.0,0.8,8.0,2.0
2011-12-13 07:00:00,94.0,500.2146499999997,1,103.0,110.0,0.82,6.0,20.0
2011-12-13 08:00:00,76.0,505.4959000000029,1,101.0,120.0,0.73,8.0,52.0
2011-12-13 09:00:00,90.0,520.7397000000018,1,93.0,120.0,0.66,0.0,70.0
2011-12-13 10:00:00,88.0,524.2633499999991,1,92.0,100.0,0.67,0.0,67.0
