Momentum,gas [m3],elektriciteit [kwh],weekDay,T,FH,U,N,Q
2012-02-09 21:00:00,125.0,130.08775000000122,3,-53.0,40.0,0.83,0.0,0.0
2012-02-09 22:00:00,95.0,172.86164999999818,3,-55.0,40.0,0.79,0.0,0.0
2012-02-09 23:00:00,96.0,180.5258000000016,3,-58.0,40.0,0.78,0.0,0.0
2012-02-10 00:00:00,117.0,175.72619999999912,4,-70.0,40.0,0.8,0.0,0.0
2012-02-10 01:00:00,125.0,133.9156000000021,4,-72.0,40.0,0.81,0.0,0.0
2012-02-10 02:00:00,95.0,175.2276500000015,4,-70.0,40.0,0.79,0.0,0.0
2012-02-10 03:00:00,116.0,188.7814500000009,4,-67.0,50.0,0.76,0.0,0.0
2012-02-10 04:00:00,126.0,259.8205999999988,4,-71.0,50.0,0.77,0.0,0.0
2012-02-10 05:00:00,217.0,350.4468499999997,4,-69.0,50.0,0.76,0.0,14.0
2012-02-10 06:00:00,179.0,400.41170000000153,4,-61.0,50.0,0.72,0.0,60.0
2012-02-10 07:00:00,193.0,439.2056499999977,4,-53.0,60.0,0.65,0.0,105.0
2012-02-10 08:00:00,182.0,465.3077000000022,4,-46.0,60.0,0.64,0.0,132.0
2012-02-10 09:00:00,191.0,471.07905000000176,4,-39.0,50.0,0.63,0.0,143.0
2012-02-10 10:00:00,169.0,463.9979500000002,4,-32.0,50.0,0.6,0.0,142.0
2012-02-10 11:00:00,161.0,469.6763500000001,4,-26.0,50.0,0.59,0.0,121.0
2012-02-10 12:00:00,159.0,467.58919999999875,4,-28.0,50.0,0.56,0.0,85.0
2012-02-10 13:00:00,152.0,441.01395000000167,4,-34.0,40.0,0.52,0.0,43.0
2012-02-10 14:00:00,152.0,409.60529999999915,4,-47.0,40.0,0.58,0.0,7.0
2012-02-10 15:00:00,161.0,356.29425000000083,4,-56.0,40.0,0.62,0.0,0.0
2012-02-10 16:00:00,168.0,326.8544500000002,4,-58.0,40.0,0.62,0.0,0.0
2012-02-10 17:00:00,166.0,279.6274000000003,4,-63.0,40.0,0.62,0.0,0.0
2012-02-10 18:00:00,162.0,157.4826500000006,4,-63.0,40.0,0.61,0.0,0.0
2012-02-10 19:00:00,77.0,138.5292999999985,4,-70.0,40.0,0.62,0.0,0.0
2012-02-10 20:00:00,74.0,140.5234999999997,4,-82.0,40.0,0.66,0.0,0.0
2012-02-10 21:00:00,97.0,131.38059999999936,4,-82.0,40.0,0.65,0.0,0.0
2012-02-10 22:00:00,95.0,126.88520000000055,4,-86.0,40.0,0.68,0.0,0.0
2012-02-10 23:00:00,83.0,126.3021500000006,4,-89.0,40.0,0.69,0.0,0.0
2012-02-11 00:00:00,82.0,126.75845000000058,5,-99.0,30.0,0.73,0.0,0.0
2012-02-11 01:00:00,91.0,127.6034500000012,5,-93.0,30.0,0.71,0.0,0.0
2012-02-11 02:00:00,96.0,127.81469999999908,5,-96.0,40.0,0.72,0.0,0.0
2012-02-11 03:00:00,90.0,125.78669999999909,5,-100.0,40.0,0.72,0.0,0.0
2012-02-11 04:00:00,93.0,161.20910000000146,5,-99.0,30.0,0.72,0.0,0.0
2012-02-11 05:00:00,121.0,217.384699999997,5,-88.0,40.0,0.67,0.0,13.0
2012-02-11 06:00:00,221.0,213.52304999999825,5,-72.0,40.0,0.61,0.0,53.0
2012-02-11 07:00:00,179.0,214.2919999999997,5,-56.0,30.0,0.62,0.0,96.0
2012-02-11 08:00:00,193.0,212.00204999999818,5,-45.0,40.0,0.61,0.0,128.0
2012-02-11 09:00:00,179.0,209.1121499999992,5,-41.0,40.0,0.61,0.0,143.0
2012-02-11 10:00:00,159.0,205.90115000000242,5,-38.0,40.0,0.62,0.0,143.0
2012-02-11 11:00:00,152.0,206.71234999999885,5,-35.0,40.0,0.64,0.0,125.0
2012-02-11 12:00:00,152.0,204.3801500000015,5,-38.0,40.0,0.66,0.0,85.0
2012-02-11 13:00:00,149.0,205.4871,5,-38.0,40.0,0.69,7.0,50.0
2012-02-11 14:00:00,152.0,206.3067500000024,5,-49.0,30.0,0.73,8.0,8.0
2012-02-11 15:00:00,150.0,205.97719999999782,5,-55.0,20.0,0.76,4.0,0.0
2012-02-11 16:00:00,167.0,176.30080000000027,5,-61.0,20.0,0.79,0.0,0.0
2012-02-11 17:00:00,141.0,124.10515000000031,5,-65.0,10.0,0.82,8.0,0.0
2012-02-11 18:00:00,82.0,123.96995000000238,5,-82.0,10.0,0.85,8.0,0.0
2012-02-11 19:00:00,63.0,124.49384999999909,5,-86.0,10.0,0.86,8.0,0.0
2012-02-11 20:00:00,89.0,125.8289500000012,5,-92.0,10.0,0.86,8.0,0.0
2012-02-11 21:00:00,82.0,126.61480000000029,5,-94.0,10.0,0.88,8.0,0.0
2012-02-11 22:00:00,77.0,126.94435000000118,5,-95.0,10.0,0.88,8.0,0.0
2012-02-11 23:00:00,81.0,126.0824500000003,5,-104.0,10.0,0.89,4.0,0.0
2012-02-12 00:00:00,83.0,124.82339999999814,6,-87.0,10.0,0.89,8.0,0.0
2012-02-12 01:00:00,83.0,125.75290000000031,6,-72.0,10.0,0.89,8.0,0.0
2012-02-12 02:00:00,75.0,126.18384999999762,6,-60.0,10.0,0.87,8.0,0.0
2012-02-12 03:00:00,82.0,124.7557999999997,6,-54.0,10.0,0.87,8.0,0.0
2012-02-12 04:00:00,76.0,125.11915000000124,6,-50.0,20.0,0.82,8.0,0.0
2012-02-12 05:00:00,83.0,126.3613000000003,6,-41.0,30.0,0.78,8.0,5.0
2012-02-12 06:00:00,80.0,123.9277000000003,6,-36.0,30.0,0.77,8.0,20.0
2012-02-12 07:00:00,78.0,123.4798499999992,6,-26.0,40.0,0.76,8.0,32.0
2012-02-12 08:00:00,68.0,122.46585000000088,6,-23.0,40.0,0.8,8.0,36.0
2012-02-12 09:00:00,74.0,122.7446999999988,6,-19.0,50.0,0.82,8.0,28.0
2012-02-12 10:00:00,66.0,122.8461000000003,6,-14.0,50.0,0.83,8.0,33.0
2012-02-12 11:00:00,67.0,123.0150999999988,6,-16.0,40.0,0.93,8.0,25.0
2012-02-12 12:00:00,70.0,121.84054999999908,6,-14.0,30.0,0.95,8.0,17.0
2012-02-12 13:00:00,74.0,122.44894999999909,6,-13.0,40.0,0.94,8.0,11.0
2012-02-12 14:00:00,70.0,123.47139999999851,6,-13.0,30.0,0.94,8.0,2.0
2012-02-12 15:00:00,77.0,122.13629999999998,6,-12.0,30.0,0.95,8.0,0.0
2012-02-12 16:00:00,71.0,124.0122,6,-13.0,20.0,0.95,8.0,0.0
2012-02-12 17:00:00,73.0,124.02064999999969,6,-7.0,20.0,0.95,8.0,0.0
2012-02-12 18:00:00,68.0,122.10249999999895,6,-6.0,30.0,0.95,8.0,0.0
2012-02-12 19:00:00,52.0,121.33355,6,-3.0,20.0,0.96,8.0,0.0
2012-02-12 20:00:00,72.0,124.0122000000018,6,0.0,20.0,0.97,8.0,0.0
2012-02-12 21:00:00,82.0,125.88809999999908,6,2.0,20.0,0.99,8.0,0.0
2012-02-12 22:00:00,65.0,178.82735000000244,6,6.0,10.0,0.99,8.0,0.0
2012-02-12 23:00:00,85.0,178.89495000000176,6,10.0,20.0,0.99,8.0,0.0
2012-02-13 00:00:00,95.0,171.83074999999786,0,8.0,20.0,1.0,8.0,0.0
2012-02-13 01:00:00,90.0,129.23429999999823,0,8.0,10.0,0.98,8.0,0.0
2012-02-13 02:00:00,74.0,172.3799999999991,0,10.0,20.0,0.98,7.0,0.0
2012-02-13 03:00:00,76.0,182.4777499999997,0,15.0,30.0,0.94,7.0,0.0
2012-02-13 04:00:00,85.0,256.79550000000177,0,15.0,20.0,0.96,8.0,0.0
2012-02-13 05:00:00,147.0,343.9825999999988,0,21.0,20.0,0.96,8.0,6.0
2012-02-13 06:00:00,121.0,397.0147999999988,0,23.0,30.0,0.95,8.0,18.0
2012-02-13 07:00:00,124.0,453.18194999999815,0,42.0,20.0,0.88,1.0,77.0
2012-02-13 08:00:00,120.0,482.9597500000031,0,45.0,30.0,0.87,8.0,95.0
2012-02-13 09:00:00,122.0,495.0432500000007,0,36.0,40.0,0.88,8.0,51.0
2012-02-13 10:00:00,101.0,492.49980000000005,0,39.0,30.0,0.91,8.0,35.0
2012-02-13 11:00:00,112.0,497.4092500000013,0,38.0,50.0,0.87,8.0,42.0
2012-02-13 12:00:00,134.0,487.3030500000026,0,37.0,40.0,0.89,8.0,30.0
2012-02-13 13:00:00,107.0,459.9588499999997,0,26.0,40.0,0.9,8.0,13.0
2012-02-13 14:00:00,132.0,426.9024499999979,0,24.0,30.0,0.95,8.0,3.0
2012-02-13 15:00:00,121.0,357.68005000000124,0,23.0,30.0,0.98,8.0,0.0
2012-02-13 16:00:00,124.0,323.51669999999905,0,23.0,40.0,0.98,8.0,0.0
2012-02-13 17:00:00,115.0,284.18194999999787,0,34.0,30.0,0.98,8.0,0.0
2012-02-13 18:00:00,116.0,155.80109999999908,0,33.0,20.0,0.98,8.0,0.0
2012-02-13 19:00:00,78.0,141.09809999999908,0,43.0,40.0,0.98,8.0,0.0
2012-02-13 20:00:00,32.0,142.0191499999979,0,45.0,60.0,0.96,8.0,0.0
2012-02-13 21:00:00,55.0,133.34100000000092,0,44.0,60.0,0.96,8.0,0.0
2012-02-13 22:00:00,67.0,177.7626499999997,0,41.0,60.0,0.92,6.0,0.0
2012-02-13 23:00:00,69.0,179.51180000000062,0,43.0,50.0,0.93,8.0,0.0
2012-02-14 00:00:00,77.0,176.15714999999997,1,41.0,50.0,0.94,8.0,0.0
2012-02-14 01:00:00,77.0,130.2652000000003,1,37.0,40.0,0.92,8.0,0.0
2012-02-14 02:00:00,66.0,173.8587500000006,1,41.0,40.0,0.91,8.0,0.0
2012-02-14 03:00:00,67.0,184.66629999999847,1,36.0,50.0,0.88,8.0,0.0
2012-02-14 04:00:00,78.0,252.4606499999992,1,30.0,40.0,0.9,7.0,0.0
2012-02-14 05:00:00,143.0,348.19915000000015,1,38.0,40.0,0.9,8.0,8.0
2012-02-14 06:00:00,118.0,421.1226499999997,1,52.0,50.0,0.87,8.0,42.0
2012-02-14 07:00:00,114.0,469.8453500000006,1,54.0,60.0,0.87,8.0,57.0
2012-02-14 08:00:00,107.0,506.5859500000012,1,54.0,60.0,0.83,8.0,63.0
2012-02-14 09:00:00,110.0,524.9393499999994,1,58.0,60.0,0.85,8.0,69.0
2012-02-14 10:00:00,109.0,515.7204000000019,1,61.0,80.0,0.78,7.0,97.0
2012-02-14 11:00:00,94.0,501.99760000000015,1,53.0,70.0,0.82,7.0,51.0
2012-02-14 12:00:00,98.0,482.131649999999,1,49.0,50.0,0.89,8.0,24.0
2012-02-14 13:00:00,110.0,463.06845000000084,1,48.0,50.0,0.95,8.0,7.0
2012-02-14 14:00:00,100.0,434.87924999999916,1,50.0,50.0,0.93,8.0,1.0
2012-02-14 15:00:00,113.0,387.95640000000185,1,49.0,70.0,0.91,8.0,0.0
2012-02-14 16:00:00,97.0,343.00240000000207,1,49.0,60.0,0.9,8.0,0.0
2012-02-14 17:00:00,97.0,313.5964000000003,1,49.0,80.0,0.96,8.0,0.0
2012-02-14 18:00:00,103.0,288.8463499999997,1,52.0,90.0,0.93,8.0,0.0
2012-02-14 19:00:00,99.0,272.9687999999973,1,53.0,80.0,0.92,8.0,0.0
2012-02-14 20:00:00,102.0,159.9416000000006,1,54.0,90.0,0.96,8.0,0.0
2012-02-14 21:00:00,67.0,124.14740000000096,1,56.0,90.0,0.92,8.0,0.0
2012-02-14 22:00:00,27.0,173.2757000000012,1,56.0,90.0,0.91,8.0,0.0
2012-02-14 23:00:00,52.0,174.71219999999911,1,56.0,90.0,0.88,6.0,0.0
